gene_symbol,probe_id,probe_name,gene_id,gene_name,entrez_id,chromosome,pvalb_cor
C6orf72,1036058,A_23_P31109,77758,chromosome 6 open reading frame 72,116254,6,-0.1960699076913358
C6orf89,1033130,A_24_P612441,85762,chromosome 6 open reading frame 89,221477,6,-0.15683293556426584
C6orf97,1038648,CUST_11285_PI416261804,55930,coiled-coil domain containing 170,80129,6,-0.14143707392891647
C6orf99,1011267,CUST_3127_PI416261804,1000544,chromosome 6 open reading frame 99,100130967,6,-0.12643446404375033
C7,1058691,A_23_P213857,726,complement component 7,730,5,-0.11323314822013318
C7orf10,1038960,A_23_P145711,55586,chromosome 7 open reading frame 10,79783,7,-0.25542557198013366
C7orf11,1035113,A_23_P134314,79682,M-phase specific PLK1 interacting protein,136647,7,-0.015105473874577661
C7orf13,1013226,CUST_11364_PI416261804,79388,chromosome 7 open reading frame 13,129790,7,-0.2059593060804131
C7orf16,1015661,A_23_P145724,10684,"protein phosphatase 1, regulatory subunit 17",10842,7,-0.1664788691298702
C7orf20,1043247,A_24_P400355,31088,golgi to ER traffic protein 4 homolog (S. cerevisiae),51608,7,-0.17105457157339649
C7orf23,1039314,CUST_5726_PI416261804,55000,chromosome 7 open reading frame 23,79161,7,0.034016374189307565
C7orf25,1013927,CUST_397_PI416261804,54860,chromosome 7 open reading frame 25,79020,7,-0.060546181092938585
C7orf26,1039426,A_23_P168541,54874,chromosome 7 open reading frame 26,79034,7,0.156652201212908
C7orf27,1033097,A_23_P251893,85813,BRCA1-associated ATM activator 1,221927,7,-0.05827628799396593
C7orf28A,1043236,CUST_6349_PI416261804,31102,CCZ1 vacuolar protein trafficking and biogenesis associated homolog (S. cerevisiae),51622,7,0.029233468343023726
C7orf29,1036297,A_23_P316460,76685,chromosome 7 open reading frame 29,113763,7,-0.13720914569796858
C7orf31,1035109,A_24_P12521,79684,chromosome 7 open reading frame 31,136895,7,-0.3345448992704695
C7orf34,1035136,CUST_6588_PI416261804,79654,chromosome 7 open reading frame 34,135927,7,0.028176689412946394
C7orf36,1041011,A_23_P403521,36281,Yae1 domain containing 1,57002,7,0.19477227421378956
C7orf38,1033109,A_23_P168810,85795,"family with sequence similarity 200, member A",221786,7,-0.046383327837469235
C7orf40,1016875,A_24_P506977,94737,small nucleolar RNA host gene 15 (non-protein coding),285958,7,0.04295331061752802
C7orf41,1033084,A_32_P100439,85835,chromosome 7 open reading frame 41,222166,7,-0.02571372758948759
C7orf42,1042336,A_24_P346368,34358,transmembrane protein 248,55069,7,-0.07807976907635861
C7orf43,1042071,A_24_P303625,34551,chromosome 7 open reading frame 43,55262,7,-0.052398967207585516
C7orf44,1022997,A_23_P215675,35033,cytochrome C oxidase assembly factor 1 homolog (S. cerevisiae),55744,7,0.10323048150017002
C7orf46,1016837,A_32_P59673,109834,"family with sequence similarity 221, member A",340277,7,0.13780425063306279
C7orf47,1019399,A_23_P82299,85811,"protein phosphatase 1, regulatory subunit 35",221908,7,0.11357234312412999
C7orf49,1039466,A_23_P8380,54836,chromosome 7 open reading frame 49,78996,7,0.06519521081668646
C7orf50,1017107,A_23_P134477,58520,chromosome 7 open reading frame 50,84310,7,-0.02465324252157981
C7orf51,1033046,A_23_P407654,85878,neuronal tyrosine-phosphorylated phosphoinositide-3-kinase adaptor 1,222950,7,0.0731395025036186
C7orf52,1031571,CUST_400_PI416379584,119597,"N-acetyltransferase 16 (GCN5-related, putative)",375607,7,-0.20331435962930655
C7orf53,1015716,A_24_P380679,94755,chromosome 7 open reading frame 53,286006,7,0.2870360728956415
C7orf55,1034206,A_23_P82588,81203,chromosome 7 open reading frame 55,154791,7,-0.0033949213144704726
C7orf57,1013382,CUST_13522_PI416261804,79669,chromosome 7 open reading frame 57,136288,7,0.06806911412636983
C7orf59,1025658,CUST_638_PI416379584,123484,chromosome 7 open reading frame 59,389541,7,-0.03257871986664407
C7orf60,1034209,A_24_P303647,81199,chromosome 7 open reading frame 60,154743,7,0.01021656620309161
C7orf61,1031154,CUST_54_PI416261804,126083,chromosome 7 open reading frame 61,402573,7,-0.047514130321509515
C7orf62,1033313,CUST_80_PI416261804,85539,chromosome 7 open reading frame 62,219557,7,0.34535476020141803
C7orf63,1014267,CUST_16523_PI416261804,55649,chromosome 7 open reading frame 63,79846,7,0.24079162810588742
C7orf64,1037900,CUST_6516_PI416261804,58271,RNA binding motif protein 48,84060,7,-0.06988217087524415
C7orf68,1013348,CUST_12602_PI416261804,29656,hypoxia inducible lipid droplet-associated,29923,7,-0.0934160156132302
C7orf70,1022951,A_23_P42738,58984,"family with sequence similarity 220, member A",84792,7,0.005596500831174696
C7orf73,1020142,CUST_6359_PI416261804,165111,chromosome 7 open reading frame 73,647087,7,-1.6794269162322405e-4
C7ORF74,1033772,A_23_P406616,81726,coiled-coil domain containing 71-like,168455,7,-0.4013187535892292
C8G,1058685,A_23_P20713,729,"complement component 8, gamma polypeptide",733,9,-0.17779699481423497
C8orf12,1016259,A_23_P256965,57898,chromosome 8 open reading frame 12,83656,8,-0.23420137434850238
C8orf30B,1020890,A_23_P61268,182166,"family with sequence similarity 203, member B",728071,8,-0.4053374567604573
C8orf31,1032244,A_23_P382128,94794,chromosome 8 open reading frame 31,286122,8,0.28533622356764876
C8orf33,1039532,A_24_P170887,41766,chromosome 8 open reading frame 33,65265,8,-0.05350123501211752
C8orf34,1036052,A_23_P73311,77762,chromosome 8 open reading frame 34,116328,8,-0.16070790748843197
C8orf37,1034164,A_23_P327907,81302,chromosome 8 open reading frame 37,157657,8,-0.046910690962091724
C8orf38,1035100,CUST_8399_PI416261804,79705,"NADH dehydrogenase (ubiquinone) complex I, assembly factor 6",137682,8,0.026541102443459186
C8orf4,1041136,A_23_P253345,36171,chromosome 8 open reading frame 4,56892,8,0.1618729087358975
C8orf40,1012032,CUST_7486_PI416261804,77633,chromosome 8 open reading frame 40,114926,8,-0.20604623950474718
C8orf41,1019444,A_32_P207494,55986,TELO2 interacting protein 2,80185,8,0.3480180271239346
C8orf42,1034162,CUST_7608_PI416261804,81307,chromosome 8 open reading frame 42,157695,8,-0.13259192038718476
C8orf44,1041268,A_23_P168965,35540,chromosome 8 open reading frame 44,56260,8,-0.2840178174447232
C8orf46,1032900,A_23_P353614,90213,chromosome 8 open reading frame 46,254778,8,-0.3678761976409327
C8orf47,1033387,A_23_P333029,83719,chromosome 8 open reading frame 47,203111,8,0.5173840761962599
C8orf48,1025327,A_23_P301984,81317,chromosome 8 open reading frame 48,157773,8,0.006958690516009093
C8orf55,1043490,A_23_P257057,30818,thioesterase superfamily member 6,51337,8,0.3574064643616834
C8orf56,1017161,A_24_P7228,81293,chromosome 8 open reading frame 56,157556,8,-0.020284566460764646
C8orf58,1029459,A_23_P310483,143198,chromosome 8 open reading frame 58,541565,8,-0.1595940986773533
C8orf59,1011815,CUST_693_PI416379584,125638,chromosome 8 open reading frame 59,401466,8,0.10178671478690858
C8orf73,1015635,A_23_P369634,151660,chromosome 8 open reading frame 73,642475,8,0.23557520989105663
C8orf74,1022528,CUST_81_PI416573500,83713,chromosome 8 open reading frame 74,203076,8,0.013542144957569826
C8orf76,1037215,A_23_P31747,59123,chromosome 8 open reading frame 76,84933,8,0.1281126095899074
C8orf82,1031092,CUST_16_PI416379584,128790,chromosome 8 open reading frame 82,414919,8,-0.1435486712538739
C8orf83,1015805,A_32_P117313,94802,triple QxxK/R motif containing,286144,8,-0.03810447515210165
C8orf86,1031356,CUST_1150_PI416379584,123512,chromosome 8 open reading frame 86,389649,8,-0.1801379482647154
C9orf100,1037260,A_23_P387045,59094,chromosome 9 open reading frame 100,84904,9,0.1339304622577761
C9orf102,1029558,A_23_P323488,119610,"excision repair cross-complementing rodent repair deficiency, complementation group 6-like 2",375748,9,-0.10810647138842722
C9orf106,1024023,CUST_4_PI416987708,128673,chromosome 9 open reading frame 106,414318,9,-0.17666266651134835
C9orf114,1043361,A_23_P9392,30970,chromosome 9 open reading frame 114,51490,9,0.04153910443809023
C9orf116,1016111,A_23_P422115,79732,chromosome 9 open reading frame 116,138162,9,-0.0020268188660877407
C9orf117,1030696,A_23_P256890,94826,chromosome 9 open reading frame 117,286207,9,-0.31555101745944014
C9orf119,1017747,A_23_P392222,119611,SWI5 recombination repair homolog (yeast),375757,9,-0.17312433609328914
C9orf123,1024144,A_32_P134846,59984,chromosome 9 open reading frame 123,90871,9,-0.08610223614252399
C9orf129,1010339,A_32_P48949,135988,chromosome 9 open reading frame 129,445577,9,0.13950581140578347
C9orf131,1021725,CUST_5485_PI416261804,79754,chromosome 9 open reading frame 131,138724,9,-0.08254279371105228
C9ORF133,1011554,CUST_3458_PI416261804,1000692,uncharacterized LOC100129250,100129250,9,-0.04462983163074022
C9orf139,1031165,A_24_P401870,125697,chromosome 9 open reading frame 139,401563,9,0.007060633373297931
C9orf140,1036943,A_24_P100517,59828,suppressor APC domain containing 2,89958,9,-0.1914226734547501
C9orf142,1032228,A_23_P312646,94836,chromosome 9 open reading frame 142,286257,9,0.05844639966004811
C9orf147,1018241,CUST_3453_PI416261804,1016587,chromosome 9 open reading frame 147,100133204,9,-0.08745862057695489
C9orf153,1028026,CUST_22_PI416379584,123575,chromosome 9 open reading frame 153,389766,9,0.07840810959902661
C9orf156,1043311,A_23_P257726,31011,chromosome 9 open reading frame 156,51531,9,0.05497852506308848
C9orf16,1039362,A_23_P158053,54934,chromosome 9 open reading frame 16,79095,9,0.03038025994077411
C9orf163,1034134,A_23_P331092,81341,chromosome 9 open reading frame 163,158055,9,-0.17749801484896718
C9orf167,1042592,A_23_P147106,34152,"torsin family 4, member A",54863,9,0.09454572330673741
C9orf169,1031560,CUST_665_PI416379584,119617,chromosome 9 open reading frame 169,375791,9,0.046020180974128876
C9orf23,1030841,A_23_P169409,79753,ribonuclease P/MRP 25kDa subunit-like,138716,9,0.204840445592334
C9orf24,1037422,A_23_P217009,58886,chromosome 9 open reading frame 24,84688,9,0.25965548548960954
C9orf25,1033375,A_23_P20804,83728,"family with sequence similarity 219, member A",203259,9,0.08110373880666123
C9orf3,1037254,A_24_P89887,59099,chromosome 9 open reading frame 3,84909,9,0.14780821300204194
C9orf37,1037134,A_23_P60330,59213,chromosome 9 open reading frame 37,85026,9,0.21809247670206447
C9orf40,1042331,A_23_P43425,34360,chromosome 9 open reading frame 40,55071,9,-0.09425723871228435
C9orf41,1035074,CUST_122_PI416261804,79733,chromosome 9 open reading frame 41,138199,9,-0.04950150261723044
C9orf45,1017397,A_23_P216935,57273,MIR600 host gene (non-protein coding),81571,9,0.5647780931472622
C9orf46,1041495,A_23_P255869,35136,"plasminogen receptor, C-terminal lysine transmembrane protein",55848,9,-0.053070137306363153
C9orf5,1045428,A_23_P117635,23484,transmembrane protein 245,23731,9,0.16131727326484868
C9orf50,1031562,A_23_P406785,119612,chromosome 9 open reading frame 50,375759,9,-0.069789789635112
C9orf53,1016374,A_23_P307502,30680,chromosome 9 open reading frame 53,51198,9,0.0074073589461187625
C9orf6,1042480,A_23_P216568,34231,"family with sequence similarity 206, member A",54942,9,0.17479528692740506
C9orf61,1015672,A_23_P422831,9277,"family with sequence similarity 189, member A2",9413,9,-0.44845067033131303
C9orf62,1015574,A_24_P303874,81332,chromosome 9 open reading frame 62,157927,9,-0.12159693787807378
C9orf64,1037719,CUST_5262_PI416261804,58477,chromosome 9 open reading frame 64,84267,9,0.06517329409315792
C9orf68,1022613,CUST_8332_PI416261804,34353,spermatogenesis associated 6-like,55064,9,-0.07910086334729702
C9ORF69,1017404,A_23_P398372,59849,transmembrane protein 250,90120,9,0.19661589416005623
C9orf7,1046603,A_23_P123692,10935,calcium channel flower domain containing 1,11094,9,-0.19411198736554452
C9orf72,1033381,A_23_P324633,83722,chromosome 9 open reading frame 72,203228,9,0.26078229438472744
C9orf75,1032226,A_23_P323836,94838,taperin,286262,9,0.014369368904235163
C9orf78,1029900,CUST_200_PI416261804,31239,chromosome 9 open reading frame 78,51759,9,-0.17053182630993113
C9orf79,1032232,A_24_P203244,94830,"family with sequence similarity 75, member E1",286234,9,-0.12426080362292315
C9orf80,1040329,A_23_P397899,37307,INTS3 and NABP interacting protein,58493,9,0.19606629554294186
C9orf82,1038846,CUST_13990_PI416261804,55689,caspase activity and apoptosis inhibitor 1,79886,9,0.057180319839754884
C9orf85,1035071,A_32_P44775,79736,chromosome 9 open reading frame 85,138241,9,-0.07089730419736157
C9orf86,1016853,A_23_P219188,34973,"RAB, member RAS oncogene family-like 6",55684,9,0.1945664360648643
C9orf89,1037714,A_23_P146367,58480,chromosome 9 open reading frame 89,84270,9,0.3134219755426773
C9orf9,1046605,A_24_P86755,10933,chromosome 9 open reading frame 9,11092,9,-0.30508037983985437
C9orf91,1033383,A_24_P915196,83721,chromosome 9 open reading frame 91,203197,9,0.5322754999991758
C9orf93,1033380,A_32_P166480,83725,coiled-coil domain containing 171,203238,9,-0.28713666158974893
C9orf95,1016720,A_23_P32036,34270,nicotinamide riboside kinase 1,54981,9,0.31298758170306035
C9orf96,1033748,CUST_223_PI416379584,81745,chromosome 9 open reading frame 96,169436,9,0.16201863076764883
C9orf97,1034106,A_24_P60972,81387,thiosulfate sulfurtransferase (rhodanese)-like domain containing 2,158427,9,0.11207192706879103
C9orf98,1034128,A_23_P83200,81344,adenylate kinase 8,158067,9,-0.26618916460085473
CA1,1058659,A_24_P23995,755,carbonic anhydrase I,759,8,-0.01606520773295445
CA10,1015878,A_23_P207461,36213,carbonic anhydrase X,56934,17,-0.3477880759330008
CA11,1058641,A_23_P78782,766,carbonic anhydrase XI,770,19,-0.27045586335402416
CA12,1030157,A_23_P372234,767,carbonic anhydrase XII,771,15,-0.05560743094918089
CA13,1031546,A_23_P381714,119647,carbonic anhydrase XIII,377677,8,0.3301041162363802
CA14,1045478,A_23_P63379,23386,carbonic anhydrase XIV,23632,1,0.0437172184029519
CA2,1058656,A_23_P8913,756,carbonic anhydrase II,760,8,-0.022591837589803206
CA4,1058652,A_23_P4096,758,carbonic anhydrase IV,762,17,-0.10705260613104071
CA5A,1058649,A_23_P95683,759,"carbonic anhydrase VA, mitochondrial",763,16,0.1630581926091172
CA5B,1046431,A_23_P307346,11078,"carbonic anhydrase VB, mitochondrial",11238,X,-0.11493729420940033
CA5BP,1016325,A_24_P136683,109886,carbonic anhydrase VB pseudogene 1,340591,X,0.049172879179400907
CA7,1024335,A_23_P106656,762,carbonic anhydrase VII,766,16,0.46430507037725627
CA8,1058645,A_23_P83838,763,carbonic anhydrase VIII,767,8,-0.27449689543604483
CAB39,1018588,A_23_P79426,31199,calcium binding protein 39,51719,2,0.4392880664572057
CAB39L,1011604,A_24_P56363,57299,calcium binding protein 39-like,81617,13,0.1494235017598323
CABC1,1041015,A_23_P85598,36276,aarF domain containing kinase 3,56997,1,-0.08877971513056805
CABIN1,1045605,A_24_P102512,23278,calcineurin binding protein 1,23523,22,-0.059525717238233716
CABLES1,1019842,A_23_P422851,60096,Cdk5 and Abl enzyme substrate 1,91768,18,-0.1338210300469519
CABLES2,1027526,A_23_P307761,57600,Cdk5 and Abl enzyme substrate 2,81928,20,0.26975568542624956
CABP1,1022839,A_23_P411761,9338,calcium binding protein 1,9478,12,0.7779929586082703
CABP2,1024478,CUST_884_PI416261804,30955,calcium binding protein 2,51475,11,-0.0766164298940366
CABP4,1041004,A_23_P308021,36289,calcium binding protein 4,57010,11,-0.038783031574415296
CABP5,1041238,A_23_P21747,35624,calcium binding protein 5,56344,19,0.022362732769505
CABP7,1033867,A_24_P177236,81640,calcium binding protein 7,164633,22,-0.35352661053186774
CABYR,1029894,A_23_P314712,26004,calcium binding tyrosine-(Y)-phosphorylation regulated,26256,18,-0.16382402096662524
CACHD1,1040461,A_24_P943922,36958,cache domain containing 1,57685,1,-0.44726653722921034
CACNA1A,1020304,CUST_16843_PI416261804,769,"calcium channel, voltage-dependent, P/Q type, alpha 1A subunit",773,19,0.05188263118192814
CACNA1B,1011584,A_32_P153773,770,"calcium channel, voltage-dependent, N type, alpha 1B subunit",774,9,0.11873050056866842
CACNA1C,1015380,A_23_P373031,771,"calcium channel, voltage-dependent, L type, alpha 1C subunit",775,12,-0.11369682339291187
CACNA1D,1012625,A_23_P365767,772,"calcium channel, voltage-dependent, L type, alpha 1D subunit",776,3,0.15124265272003834
CACNA1E,1030546,A_23_P34554,773,"calcium channel, voltage-dependent, R type, alpha 1E subunit",777,1,-0.16594131544837992
CACNA1F,1026063,A_23_P148327,774,"calcium channel, voltage-dependent, L type, alpha 1F subunit",778,X,-0.11913982145166793
CACNA1G,1049164,A_23_P107247,8834,"calcium channel, voltage-dependent, T type, alpha 1G subunit",8913,17,0.20418776701266828
CACNA1H,1023782,A_23_P26294,8833,"calcium channel, voltage-dependent, T type, alpha 1H subunit",8912,16,-0.12779747319910914
CACNA1I,1049170,A_24_P399871,8832,"calcium channel, voltage-dependent, T type, alpha 1I subunit",8911,22,-0.12826475892462413
CACNA2D1,1028198,A_23_P82379,777,"calcium channel, voltage-dependent, alpha 2/delta subunit 1",781,7,-0.33576107789357584
CACNA2D2,1048791,A_23_P346900,9127,"calcium channel, voltage-dependent, alpha 2/delta subunit 2",9254,3,0.651708830984165
CACNA2D3,1066220,A_23_P147166,35088,"calcium channel, voltage-dependent, alpha 2/delta subunit 3",55799,3,0.3124449401214381
CACNA2D4,1029734,A_23_P353014,60293,"calcium channel, voltage-dependent, alpha 2/delta subunit 4",93589,12,0.10802459156888351
CACNB1,1058634,A_23_P405754,778,"calcium channel, voltage-dependent, beta 1 subunit",782,17,0.0982781880595817
CACNB2,1027610,A_32_P127501,779,"calcium channel, voltage-dependent, beta 2 subunit",783,10,-0.12143937846272344
CACNB3,1058630,A_23_P204016,780,"calcium channel, voltage-dependent, beta 3 subunit",784,12,-0.12191155448716949
