gene_symbol,probe_id,probe_name,gene_id,gene_name,entrez_id,chromosome,sst_cor
FAM49A,1038338,A_23_P21560,57255,"family with sequence similarity 49, member A",81553,2,0.1886715811193686
FAM49B,1043275,A_23_P43255,31051,"family with sequence similarity 49, member B",51571,8,-0.162819098058498
FAM50A,1048944,A_23_P34107,9007,"family with sequence similarity 50, member A",9130,X,0.057015706434831975
FAM50B,1044930,A_23_P8240,25989,"family with sequence similarity 50, member B",26240,6,0.2907940786320593
FAM53B,1048285,A_24_P406814,9535,"family with sequence similarity 53, member B",9679,10,-0.018395735651844596
FAM53C,1010608,A_24_P380234,30788,"family with sequence similarity 53, member C",51307,5,0.028770742467943186
FAM54B,1012996,CUST_7029_PI416261804,35464,"family with sequence similarity 54, member B",56181,1,0.049559648260270615
FAM57A,1038875,A_23_P50000,55653,"family with sequence similarity 57, member A",79850,17,0.2456035025418843
FAM57B,1038052,A_23_P163711,57965,"family with sequence similarity 57, member B",83723,16,-0.2672399023225754
FAM58A,1036649,A_23_P404005,60128,"family with sequence similarity 58, member A",92002,X,0.4285201237594971
FAM58BP,1011752,CUST_698_PI416573500,109693,"family with sequence similarity 58, member B, pseudogene",339521,1,-0.04432755780804115
FAM59A,1039749,A_23_P66948,41337,"family with sequence similarity 59, member A",64762,18,0.05588431482561184
FAM59B,1017015,A_23_P325924,80935,"family with sequence similarity 59, member B",150946,2,0.1484520424165004
FAM5B,1040397,A_23_P35277,37066,"family with sequence similarity 5, member B",57795,1,0.10367592331869377
FAM5C,1032025,A_23_P103812,109685,"family with sequence similarity 5, member C",339479,1,0.10698610305375843
FAM60A,1020020,A_23_P13663,37330,"family with sequence similarity 60, member A",58516,12,0.10253518444107788
FAM63A,1041574,A_23_P160546,35082,"family with sequence similarity 63, member A",55793,1,-0.03411455282255657
FAM63B,1021449,A_24_P392333,33920,"family with sequence similarity 63, member B",54629,15,-0.022889718788555505
FAM64A,1042894,A_23_P49878,33769,"family with sequence similarity 64, member A",54478,17,0.21049586856069674
FAM65A,1039224,A_32_P230868,55370,"family with sequence similarity 65, member A",79567,16,-0.03327962426216674
FAM65B,1011029,A_24_P941359,9606,"family with sequence similarity 65, member B",9750,6,0.708678226397511
FAM69A,1030739,A_24_P246406,123086,"family with sequence similarity 69, member A",388650,1,-0.2345553726326729
FAM69B,1035069,A_23_P431305,79739,"family with sequence similarity 69, member B",138311,9,0.1568808404087428
FAM70A,1017451,A_23_P125680,34315,"family with sequence similarity 70, member A",55026,X,0.3162408282034725
FAM70B,1031792,A_24_P242138,110359,"family with sequence similarity 70, member B",348013,13,-0.1043384559204575
FAM71E1,1021910,A_24_P246351,76601,"family with sequence similarity 71, member E1",112703,19,-0.4889107510618346
FAM71F1,1037418,A_23_P134204,58889,"family with sequence similarity 71, member F1",84691,7,0.6221697574476249
FAM71F2,1024922,CUST_633_PI416573500,110218,"family with sequence similarity 71, member F2",346653,7,0.09915121471526835
FAM72D,1031336,A_32_P151800,181300,"family with sequence similarity 72, member D",728833,1,-0.039197029421851284
FAM73A,1031611,A_24_P58395,119536,"family with sequence similarity 73, member A",374986,1,0.06362790039067767
FAM73B,1037272,A_23_P71864,59085,"family with sequence similarity 73, member B",84895,9,-0.017960724953230433
FAM75A2,1022996,CUST_4988_PI416261804,150681,"family with sequence similarity 75, member A2",642265,9,-0.09032935947875019
FAM75A4,1017026,A_23_P377629,151877,"family with sequence similarity 75, member A4",642629,9,0.08000043261508938
FAM75C1,1018134,CUST_476_PI416573500,134548,"family with sequence similarity 75, member C1",441452,9,0.18973077141439543
FAM76A,1011155,A_32_P196854,83506,"family with sequence similarity 76, member A",199870,1,0.08294153728780781
FAM76B,1034825,A_23_P406355,80327,"family with sequence similarity 76, member B",143684,11,-0.348056341283948
FAM78A,1032222,A_23_P314250,94850,"family with sequence similarity 78, member A",286336,9,-0.29985312094341815
FAM78B,1025054,CUST_969_PI416379584,80776,"family with sequence similarity 78, member B",149297,1,0.04628364819018714
FAM7A3,1012063,CUST_11361_PI416261804,59774,unc-51-like kinase 4 (C. elegans) pseudogene 3,89837,15,-0.04544182412914921
FAM81A,1034717,A_23_P423482,80461,"family with sequence similarity 81, member A",145773,15,-0.229880241462769
FAM82A1,1034357,A_24_P131392,80978,"family with sequence similarity 82, member A1",151393,2,-0.21792849897293312
FAM82A2,1042198,A_23_P152087,34466,"family with sequence similarity 82, member A2",55177,15,0.11296377290333526
FAM82B,1043747,A_23_P251916,30597,"family with sequence similarity 82, member B",51115,8,0.16534162076176961
FAM83D,1038298,A_23_P323751,57292,"family with sequence similarity 83, member D",81610,20,-0.4203890030496981
FAM83E,1017042,CUST_5431_PI416261804,34143,"family with sequence similarity 83, member E",54854,19,-0.10663118070939644
FAM83H,1032249,A_23_P421175,94781,"family with sequence similarity 83, member H",286077,8,0.1241840655153955
FAM84A,1034360,A_23_P306215,80976,"family with sequence similarity 84, member A",151354,2,0.002037968841567596
FAM84B,1034165,A_24_P329487,81301,"family with sequence similarity 84, member B",157638,8,0.010052417571581445
FAM86A,1067636,A_23_P15233,83423,"family with sequence similarity 86, member A",196483,16,0.027790886483917594
FAM86B1,1013629,A_24_P280868,59190,"family with sequence similarity 86, member B1",85002,8,0.19234628034648463
FAM86C,1042163,A_24_P218757,34488,"family with sequence similarity 86, member C1",55199,11,0.4546302349324279
FAM86DP,1018521,CUST_66_PI417507815,168982,"family with sequence similarity 86, member D, pseudogene",692099,3,-0.2938684208029834
FAM88A,1014505,A_32_P11372,122637,fibroblast growth factor 7 pseudogene,387628,9,-0.05560355371452658
FAM89A,1031604,A_24_P418408,119546,"family with sequence similarity 89, member A",375061,1,0.2744434543126296
FAM89B,1015683,A_23_P124962,23379,"family with sequence similarity 89, member B",23625,11,0.0578582771030391
FAM8A1,1043399,A_24_P337575,30920,"family with sequence similarity 8, member A1",51439,6,-0.17006545800499673
FAM90A1,1042253,A_23_P151059,34427,"family with sequence similarity 90, member A1",55138,12,-0.03349637467615663
FAM90A12P,1021687,A_24_P903680,152732,"family with sequence similarity 90, member A12, pseudogene",645879,8,0.09291500200497686
FAM91A1,1034152,A_24_P845072,81316,"family with sequence similarity 91, member A1",157769,8,-0.101237103843049
FAM92A1,1035101,A_32_P103695,79697,"family with sequence similarity 92, member A1",137392,8,0.08570099072986756
FAM92A3,1019900,A_32_P94001,126345,"family with sequence similarity 92, member A1 pseudogene 2",403315,4,-0.0426557094834039
FAM95B1,1018797,CUST_12316_PI416261804,1016502,"family with sequence similarity 95, member B1",100133036,9,0.007634755324040402
FAM96A,1029554,A_23_P37636,58402,"family with sequence similarity 96, member A",84191,15,0.16002799643108667
FAM96B,1017096,A_23_P77455,31127,"family with sequence similarity 96, member B",51647,16,0.31508936983213376
FAM98A,1045182,A_24_P119002,25689,"family with sequence similarity 98, member A",25940,2,0.04207326945327818
FAM98B,1032549,CUST_585_PI416379584,94066,"family with sequence similarity 98, member B",283742,15,-0.08325406614338679
FAM98C,1034567,A_23_P369983,80665,"family with sequence similarity 98, member C",147965,19,0.13594752270952132
FAM9B,1033656,CUST_8645_PI416261804,82629,"family with sequence similarity 9, member B",171483,X,-0.008182068501349764
FANCA,1057089,A_24_P133671,2160,"Fanconi anemia, complementation group A",2175,16,-0.05092997030711236
FANCB,1023991,CUST_13534_PI416261804,2172,"Fanconi anemia, complementation group B",2187,X,-0.043310083159047844
FANCC,1057085,A_23_P32021,2161,"Fanconi anemia, complementation group C",2176,9,-0.15616395595098856
FANCD2,1027942,A_32_P24165,2162,"Fanconi anemia, complementation group D2",2177,3,0.0752225558379008
FANCE,1057082,A_23_P42335,2163,"Fanconi anemia, complementation group E",2178,6,0.12163628495484742
FANCF,1057072,A_23_P12896,2173,"Fanconi anemia, complementation group F",2188,11,0.09670496454821423
FANCG,1057070,A_23_P71644,2174,"Fanconi anemia, complementation group G",2189,9,0.015465355370664026
FANCI,1012432,A_32_P95729,34504,"Fanconi anemia, complementation group I",55215,15,-0.2762128766117706
FANCL,1016198,A_23_P131383,34409,"Fanconi anemia, complementation group L",55120,2,0.2694023217648426
FANCM,1022524,A_32_P106732,36970,"Fanconi anemia, complementation group M",57697,14,-0.10845479215117322
FANK1,1036581,A_23_P115785,60193,fibronectin type III and ankyrin repeat domains 1,92565,10,0.1303172691053882
FAP,1057068,A_23_P56746,2176,"fibroblast activation protein, alpha",2191,2,-0.15081029925570966
FAR1,1037797,A_24_P163920,58399,fatty acyl CoA reductase 1,84188,11,-0.2185186925734843
FAR2,1041670,CUST_8676_PI416261804,35000,fatty acyl CoA reductase 2,55711,12,-0.267833172680325
FARP1,1027637,A_23_P308763,10015,"FERM, RhoGEF (ARHGEF) and pleckstrin domain protein 1 (chondrocyte-derived)",10160,13,0.6687268872373775
FARP2,1023840,A_23_P90855,9711,"FERM, RhoGEF and pleckstrin domain protein 2",9855,2,-0.04961292709235185
FARS2,1047096,A_23_P33720,10520,"phenylalanyl-tRNA synthetase 2, mitochondrial",10667,6,0.13162186772852316
FARSA,1057066,A_23_P78685,2178,"phenylalanyl-tRNA synthetase, alpha subunit",2193,19,0.33462324272173405
FARSB,1047879,A_23_P165346,9911,"phenylalanyl-tRNA synthetase, beta subunit",10056,2,0.5010245676954519
FAS,1023592,CUST_16826_PI416261804,352,"Fas (TNF receptor superfamily, member 6)",355,10,0.04539327649010943
FASN,1057064,A_23_P44132,2179,fatty acid synthase,2194,17,0.11444635009383394
FASTK,1046822,A_23_P502930,10764,Fas-activated serine/threonine kinase,10922,7,-0.015374929879877278
FASTKD1,1039094,A_23_P28590,55478,FAST kinase domains 1,79675,2,-0.44803979754147727
FASTKD2,1015209,A_23_P345830,22624,FAST kinase domains 2,22868,2,-0.08948744491931558
FASTKD3,1039395,A_23_P58489,54912,FAST kinase domains 3,79072,5,-0.04044527349483134
FASTKD5,1040198,CUST_8361_PI416261804,37953,FAST kinase domains 5,60493,20,0.005183249693811776
FAT1,1057062,A_23_P69586,2180,FAT tumor suppressor homolog 1 (Drosophila),2195,4,0.17165188086449318
FAT2,1057061,CUST_2403_PI416261804,2181,FAT tumor suppressor homolog 2 (Drosophila),2196,5,-0.13880062477402083
FAT3,1025353,A_32_P206415,78776,FAT tumor suppressor homolog 3 (Drosophila),120114,11,-0.32792972209579885
FAT4,1039150,A_23_P18649,55436,FAT tumor suppressor homolog 4 (Drosophila),79633,4,0.0509000497326521
FAU,1057058,A_32_P11471,2182,Finkel-Biskis-Reilly murine sarcoma virus (FBR-MuSV) ubiquitously expressed,2197,11,0.37367223366536473
FAXC,1037512,A_32_P74964,58754,failed axon connections homolog (Drosophila),84553,6,0.012183287834219129
FBF1,1063042,A_24_P73848,59489,Fas (TNFRSF6) binding factor 1,85302,17,0.10757039721765556
FBLIM1,1023238,CUST_13960_PI416261804,34040,filamin binding LIM protein 1,54751,1,-0.23848060122277465
FBLN1,1027465,A_23_P211631,2177,fibulin 1,2192,22,0.14523420536642478
FBLN2,1030004,A_23_P143981,2184,fibulin 2,2199,3,0.4336428654181833
FBLN5,1047311,A_23_P151805,10369,fibulin 5,10516,14,0.3047075113163044
FBLN7,1013604,CUST_6427_PI416261804,79389,fibulin 7,129804,2,-0.37878648314896834
FBN1,1057054,A_23_P65678,2185,fibrillin 1,2200,15,-0.2946573126637447
FBN3,1037569,A_23_P101893,58668,fibrillin 3,84467,19,-0.0789677305965588
FBP1,1057050,A_23_P257111,2188,"fructose-1,6-bisphosphatase 1",2203,9,0.4449308886951629
FBRS,1015659,A_23_P38015,40920,fibrosin,64319,16,-0.008740802179881761
FBRSL1,1014256,A_24_P280497,36939,fibrosin-like 1,57666,12,-0.11539397428384868
FBXL12,1042611,A_23_P78554,34139,F-box and leucine-rich repeat protein 12,54850,19,-0.13349784672413104
FBXL13,1018456,A_23_P379071,85844,F-box and leucine-rich repeat protein 13,222235,7,0.22919089317072372
FBXL14,1034758,CUST_9681_PI416261804,80390,F-box and leucine-rich repeat protein 14,144699,12,-0.12958049760562756
FBXL15,1019066,A_23_P12635,55015,F-box and leucine-rich repeat protein 15,79176,10,-0.028754298050298676
FBXL16,1034689,A_23_P406385,80513,F-box and leucine-rich repeat protein 16,146330,16,0.2607228045490286
FBXL17,1069968,A_32_P20288,41402,F-box and leucine-rich repeat protein 17,64839,5,-0.02745783398347728
FBXL18,1038700,A_24_P307854,55830,F-box and leucine-rich repeat protein 18,80028,7,0.2763655346947092
FBXL19,1018785,A_23_P338168,33911,F-box and leucine-rich repeat protein 19,54620,16,-0.057869992101291554
FBXL19-AS1,1014488,CUST_10759_PI416261804,94121,FBXL19 antisense RNA 1 (non-protein coding),283932,16,-0.1022457605089047
FBXL2,1045308,A_23_P17955,25576,F-box and leucine-rich repeat protein 2,25827,3,0.17870099172908463
FBXL20,1037181,A_23_P141146,59151,F-box and leucine-rich repeat protein 20,84961,17,-0.11084040705062108
FBXL22,1032544,CUST_7224_PI416261804,94082,F-box and leucine-rich repeat protein 22,283807,15,-0.07430020400646363
FBXL3,1044947,A_23_P140069,25973,F-box and leucine-rich repeat protein 3,26224,13,-0.014600316257480976
FBXL4,1044934,A_23_P214739,25984,F-box and leucine-rich repeat protein 4,26235,6,-0.24109726772981782
FBXL5,1024131,A_23_P213247,25983,F-box and leucine-rich repeat protein 5,26234,4,0.10860376977538388
FBXL6,1024769,A_23_P43296,25982,F-box and leucine-rich repeat protein 6,26233,8,-0.04227265750284769
FBXL7,1045932,A_23_P144827,22949,F-box and leucine-rich repeat protein 7,23194,5,0.11217154769014352
FBXL8,1041963,CUST_1049_PI416261804,34625,F-box and leucine-rich repeat protein 8,55336,16,-0.12938847551558932
FBXO10,1021700,A_32_P57453,26015,F-box protein 10,26267,9,-0.20197944348477023
FBXO11,1023353,A_23_P79416,56005,F-box protein 11,80204,2,-0.022444543287939017
FBXO15,1016435,A_23_P342709,83640,F-box protein 15,201456,18,0.3954813609354257
FBXO16,1034168,A_23_P168847,81297,F-box protein 16,157574,8,-0.030148151740251854
FBXO17,1042487,A_23_P90484,34227,"seryl-tRNA synthetase 2, mitochondrial",54938,19,0.05670583350149993
FBXO18,1037276,A_23_P12849,59083,"F-box protein, helicase, 18",84893,10,-0.21015984599085114
FBXO2,1044937,A_23_P45999,25981,F-box protein 2,26232,1,0.4161949705269676
FBXO21,1046100,A_23_P53736,22769,F-box protein 21,23014,12,-0.028913966046369637
FBXO22,1028360,CUST_7491_PI416261804,26011,F-box protein 22,26263,15,-0.18507847421768364
FBXO24,1024197,A_23_P70888,26009,F-box protein 24,26261,7,0.021326631087096194
FBXO25,1044911,CUST_182_PI417507815,26008,F-box protein 25,26260,8,0.03620973391991295
FBXO27,1035556,A_24_P113264,79148,F-box protein 27,126433,19,-0.004611555747706814
FBXO28,1011034,A_24_P310756,22974,F-box protein 28,23219,1,-0.0642224949459412
FBXO3,1044897,A_23_P202844,26021,F-box protein 3,26273,11,-0.1726340819201921
FBXO30,1037857,A_23_P256231,58296,F-box protein 30,84085,6,-0.10703056155073448
FBXO31,1016296,A_23_P395566,55594,F-box protein 31,79791,16,-0.13929512808619554
FBXO32,1030161,A_23_P82814,77623,F-box protein 32,114907,8,-0.46533417560431845
FBXO33,1032927,A_32_P87769,90175,F-box protein 33,254170,14,-0.32667715715240825
FBXO34,1042367,A_23_P117527,34319,F-box protein 34,55030,14,0.11493503322099177
FBXO36,1035321,A_23_P422981,79451,F-box protein 36,130888,2,0.0033122090397418326
FBXO38,1038347,A_23_P386331,57251,F-box protein 38,81545,5,-0.16280747328442766
FBXO4,1030558,A_24_P171873,26020,F-box protein 4,26272,5,0.09416248037495688
FBXO40,1043146,A_23_P121013,31205,F-box protein 40,51725,3,0.08877674419336079
FBXO41,1015910,A_23_P349676,80918,F-box protein 41,150726,2,0.19233806654399618
FBXO42,1024792,A_24_P333494,33746,F-box protein 42,54455,1,-0.11379601345172044
FBXO43,1011248,CUST_934_PI416379584,94806,F-box protein 43,286151,8,0.03423418006758539
FBXO44,1030556,A_23_P200637,60295,F-box protein 44,93611,1,0.41155339111925077
